layer,neurons,signature,support,label,train_coverage,train_precision,train_recall,train_f1,test_coverage,test_precision,test_recall,test_f1,f1,kind
4,"[0, 0, 0]","['<=', 0.3384040594100952, '<=', 0.13927065581083298, '>', 0.0768335871398449]",48,0,7.81758957654723,100,10.191082802547772,18.4971098265896,7.142857142857142,100.0,11.578947368421053,20.754716981132074,19.625913403860835,correct
4,"[0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '>', 0.2574382871389389, '<=', 0.2906116843223572]",34,0,5.537459283387622,100,7.218683651804671,13.465346534653467,6.493506493506493,90.0,9.473684210526317,17.142857142857146,15.304101838755306,correct
4,"[0, 0, 0, 0]","['<=', 0.3384040594100952, '<=', 0.13927065581083298, '<=', 0.0768335871398449, '<=', 0.07613808661699295]",24,0,3.908794788273615,100,5.095541401273886,9.696969696969697,3.2467532467532463,80.0,4.2105263157894735,7.999999999999998,8.848484848484848,correct
4,"[0, 0, 0]","['>', 0.3384040594100952, '>', 0.7523934245109558, '>', 0.92394158244133]",21,0,3.420195439739414,100,4.45859872611465,8.536585365853659,3.2467532467532463,0.0,0.0,0.0,4.2682926829268295,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '>', 0.2574382871389389, '>', 0.2906116843223572, '>', 0.2909701019525528, '<=', 0.30608363449573517, '>', 0.2922240048646927]",17,0,2.768729641693811,100,3.6093418259023355,6.967213114754099,2.5974025974025974,75.0,3.1578947368421053,6.0606060606060606,6.51390958768008,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '<=', 0.18981316685676575, '>', 0.1551915556192398, '<=', 0.17270420491695404]",16,0,2.6058631921824107,100,3.397027600849257,6.570841889117044,1.2987012987012987,100.0,2.1052631578947367,4.123711340206185,5.347276614661615,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '<=', 0.18981316685676575, '>', 0.1551915556192398, '>', 0.17270420491695404, '>', 0.17325840890407562]",15,0,2.44299674267101,100,3.1847133757961785,6.17283950617284,3.2467532467532463,100.0,5.263157894736842,10.0,8.086419753086421,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '>', 0.2574382871389389, '>', 0.2906116843223572, '>', 0.2909701019525528, '>', 0.30608363449573517, '>', 0.308365136384964, '>', 0.31484465301036835, '<=', 0.32899029552936554]",12,0,1.9543973941368076,100,2.547770700636943,4.9689440993788825,1.2987012987012987,100.0,2.1052631578947367,4.123711340206185,4.546327719792534,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '>', 0.18981316685676575, '>', 0.19609799981117249, '<=', 0.20331639051437378]",11,0,1.7915309446254073,100,2.335456475583864,4.564315352697095,1.948051948051948,100.0,3.1578947368421053,6.122448979591836,5.343382166144465,correct
4,"[0, 0, 0, 0]","['>', 0.3384040594100952, '>', 0.7523934245109558, '<=', 0.92394158244133, '<=', 0.776953250169754]",11,0,1.7915309446254073,100,2.335456475583864,4.564315352697095,3.2467532467532463,20.0,1.0526315789473684,1.9999999999999996,3.2821576763485476,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '>', 0.18981316685676575, '>', 0.19609799981117249, '>', 0.20331639051437378, '>', 0.20344534516334534, '>', 0.22092994302511215, '>', 0.22222478687763214, '>', 0.24621549993753433, '<=', 0.2529698312282562]",9,0,1.4657980456026058,100,1.910828025477707,3.75,2.5974025974025974,75.0,3.1578947368421053,6.0606060606060606,4.90530303030303,correct
4,"[0, 0, 0, 0]","['>', 0.3384040594100952, '<=', 0.7523934245109558, '<=', 0.5024158656597137, '>', 0.47632838785648346]",9,0,1.4657980456026058,100,1.910828025477707,3.75,1.948051948051948,33.33333333333333,1.0526315789473684,2.0408163265306123,2.895408163265306,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","['>', 0.3384040594100952, '>', 0.7523934245109558, '<=', 0.92394158244133, '>', 0.776953250169754, '>', 0.8090215027332306, '<=', 0.9211706817150116, '<=', 0.8918704092502594, '<=', 0.8650892078876495, '>', 0.8400984108448029]",9,0,1.4657980456026058,100,1.910828025477707,3.75,1.2987012987012987,0.0,0.0,0.0,1.875,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '>', 0.18981316685676575, '>', 0.19609799981117249, '>', 0.20331639051437378, '>', 0.20344534516334534, '<=', 0.22092994302511215, '>', 0.21385382115840912]",8,0,1.3029315960912053,100,1.6985138004246285,3.3402922755741127,0.0,0.0,0.0,0.0,1.6701461377870563,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['>', 0.3384040594100952, '<=', 0.7523934245109558, '>', 0.5024158656597137, '>', 0.5614604651927948, '<=', 0.7513387501239777, '>', 0.574022114276886, '>', 0.5858370065689087, '>', 0.5947338938713074, '>', 0.5968149900436401, '>', 0.6004507541656494, '>', 0.6129907369613647, '<=', 0.648152083158493, '>', 0.6348847448825836]",8,0,1.3029315960912053,100,1.6985138004246285,3.3402922755741127,0.6493506493506493,100.0,1.0526315789473684,2.083333333333333,2.711812804453723,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '<=', 0.18981316685676575, '<=', 0.1551915556192398, '<=', 0.15262027084827423, '<=', 0.14792197197675705]",7,0,1.1400651465798046,100,1.48619957537155,2.9288702928870296,0.6493506493506493,100.0,1.0526315789473684,2.083333333333333,2.506101813110181,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '>', 0.18981316685676575, '>', 0.19609799981117249, '>', 0.20331639051437378, '>', 0.20344534516334534, '>', 0.22092994302511215, '>', 0.22222478687763214, '<=', 0.24621549993753433, '<=', 0.2439277619123459, '<=', 0.23664173483848572, '>', 0.2272123247385025, '<=', 0.2330436185002327]",7,0,1.1400651465798046,100,1.48619957537155,2.9288702928870296,0.6493506493506493,100.0,1.0526315789473684,2.083333333333333,2.506101813110181,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['>', 0.3384040594100952, '<=', 0.7523934245109558, '<=', 0.5024158656597137, '<=', 0.47632838785648346, '>', 0.34726814925670624, '<=', 0.4752804636955261, '>', 0.35388584434986115, '>', 0.36907459795475006, '>', 0.3750867694616318, '>', 0.375712513923645, '<=', 0.42211513221263885, '>', 0.3873351067304611, '<=', 0.39246657490730286]",7,0,1.1400651465798046,100,1.48619957537155,2.9288702928870296,0.6493506493506493,100.0,1.0526315789473684,2.083333333333333,2.506101813110181,correct
4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '>', 0.2574382871389389, '>', 0.2906116843223572, '>', 0.2909701019525528, '>', 0.30608363449573517, '>', 0.308365136384964, '>', 0.31484465301036835, '>', 0.32899029552936554, '>', 0.32945017516613007, '>', 0.33050720393657684]",6,0,0.9771986970684038,100,1.2738853503184715,2.5157232704402523,1.2987012987012987,100.0,2.1052631578947367,4.123711340206185,3.319717305323219,correct
