layer,neurons,signature,support,label,train_coverage,train_precision,train_recall,train_f1,test_coverage,test_precision,test_recall,test_f1,f1,kind
2,"[7, 7, 9, 9, 4, 0, 5]","['>', 0.26468440890312195, '>', 0.5292731523513794, '>', 0.6147147715091705, '<=', 1.7437993288040161, '<=', 0.128855362534523, '<=', 0.3171929568052292, '<=', 0.17259406298398972]",326,0,27.910958904109588,100,31.376323387872958,47.765567765567766,30.136986301369863,95.45454545454545,32.30769230769231,48.275862068965516,48.020714917266645,correct
2,"[7, 4, 6, 7, 9]","['<=', 0.26468440890312195, '>', 0.11894166469573975, '<=', 0.5430212616920471, '<=', 0.25346553325653076, '<=', 0.5370166897773743]",241,0,20.633561643835616,100,23.195380173243503,37.65625,18.493150684931507,100.0,20.76923076923077,34.39490445859873,36.025577229299365,correct
2,"[7, 4, 6, 7, 9, 9]","['<=', 0.26468440890312195, '>', 0.11894166469573975, '<=', 0.5430212616920471, '<=', 0.25346553325653076, '>', 0.5370166897773743, '>', 0.537870317697525]",74,0,6.335616438356165,100,7.122232916265641,13.297394429469902,10.95890410958904,93.75,11.538461538461538,20.547945205479454,16.922669817474677,correct
2,"[7, 7, 9, 8, 6, 0, 11, 2]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '>', 0.4820503890514374, '<=', 0.41928574442863464, '>', 0.6729014217853546, '>', 0.12074048817157745, '<=', 0.2122148871421814, '<=', 0.12188936397433281]",59,0,5.051369863013699,100,5.678537054860443,10.74681238615665,6.164383561643835,88.88888888888889,6.153846153846154,11.510791366906474,11.128801876531561,correct
2,"[7, 7, 9, 5, 8]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '<=', 0.4820503890514374, '<=', 0.11472693458199501, '<=', 0.39348936080932617]",52,0,4.4520547945205475,100,5.004812319538017,9.532538955087075,3.4246575342465753,100.0,3.8461538461538463,7.407407407407408,8.46997318124724,correct
2,"[7, 7, 9, 9, 4, 5, 9]","['>', 0.26468440890312195, '>', 0.5292731523513794, '>', 0.6147147715091705, '<=', 1.7437993288040161, '>', 0.128855362534523, '<=', 0.007271803915500641, '>', 0.745735228061676]",34,0,2.910958904109589,100,3.2723772858517806,6.3373718546132345,2.054794520547945,100.0,2.307692307692308,4.511278195488723,5.424325025050979,correct
2,"[7, 7, 9, 8, 6, 9, 7, 2, 7]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '>', 0.4820503890514374, '<=', 0.41928574442863464, '<=', 0.6729014217853546, '<=', 0.6577653884887695, '<=', 0.3767089545726776, '<=', 0.3356870859861374, '<=', 0.33746424317359924]",27,0,2.3116438356164384,100,2.598652550529355,5.065666041275797,2.054794520547945,66.66666666666666,1.5384615384615385,3.0075187969924815,4.03659241913414,correct
2,"[7, 7, 9, 8, 6, 9, 10, 7, 7, 6, 7]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '>', 0.4820503890514374, '<=', 0.41928574442863464, '<=', 0.6729014217853546, '>', 0.6577653884887695, '<=', 0.03940494358539581, '>', 0.41856786608695984, '<=', 0.4922464191913605, '<=', 0.6690102219581604, '>', 0.42365527153015137]",21,0,1.797945205479452,100,2.021174205967276,3.962264150943396,3.4246575342465753,40.0,1.5384615384615385,2.962962962962963,3.4626135569531793,correct
2,"[7, 4, 6, 7, 7]","['<=', 0.26468440890312195, '>', 0.11894166469573975, '<=', 0.5430212616920471, '>', 0.25346553325653076, '>', 0.2542654573917389]",15,0,1.2842465753424657,100,1.4436958614051971,2.8462998102466788,0.684931506849315,100.0,0.7692307692307693,1.5267175572519085,2.1865086837492935,correct
2,"[7, 7, 9, 5, 8, 8, 4, 9]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '<=', 0.4820503890514374, '<=', 0.11472693458199501, '>', 0.39348936080932617, '>', 0.3995802104473114, '>', 0.22575483471155167, '>', 0.37891653180122375]",14,0,1.1986301369863013,100,1.3474494706448508,2.6590693257359925,0.0,0.0,0.0,0.0,1.3295346628679963,correct
2,"[7, 7, 9, 8, 6, 9, 7, 2, 8, 0, 0]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '>', 0.4820503890514374, '<=', 0.41928574442863464, '<=', 0.6729014217853546, '<=', 0.6577653884887695, '>', 0.3767089545726776, '<=', 0.18160614371299744, '>', 0.3066261261701584, '>', 0.10280104726552963, '<=', 0.22696930170059204]",14,0,1.1986301369863013,100,1.3474494706448508,2.6590693257359925,1.36986301369863,100.0,1.5384615384615385,3.0303030303030307,2.8446861780195114,correct
2,"[7, 7, 9, 9, 4, 0, 5, 5]","['>', 0.26468440890312195, '>', 0.5292731523513794, '>', 0.6147147715091705, '<=', 1.7437993288040161, '<=', 0.128855362534523, '<=', 0.3171929568052292, '>', 0.17259406298398972, '>', 0.17290889471769333]",13,0,1.1130136986301369,100,1.2512030798845042,2.47148288973384,1.36986301369863,100.0,1.5384615384615385,3.0303030303030307,2.7508929600184353,correct
2,"[7, 7, 9, 6, 2, 7]","['>', 0.26468440890312195, '>', 0.5292731523513794, '<=', 0.6147147715091705, '<=', 0.6889404356479645, '<=', 0.0534622622653842, '>', 0.5373010635375977]",11,0,0.9417808219178082,100,1.0587102983638113,2.0952380952380953,0.0,0.0,0.0,0.0,1.0476190476190477,correct
2,"[7, 7, 9, 9, 4, 5, 9, 11, 0]","['>', 0.26468440890312195, '>', 0.5292731523513794, '>', 0.6147147715091705, '<=', 1.7437993288040161, '>', 0.128855362534523, '<=', 0.007271803915500641, '<=', 0.745735228061676, '<=', 0.3381415903568268, '<=', 0.1300176903605461]",10,0,0.8561643835616438,100,0.9624639076034648,1.9065776930409912,0.684931506849315,100.0,0.7692307692307693,1.5267175572519085,1.7166476251464498,correct
2,"[7, 7, 9, 8, 6, 9, 7, 2, 7, 7, 7]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '>', 0.4820503890514374, '<=', 0.41928574442863464, '<=', 0.6729014217853546, '<=', 0.6577653884887695, '<=', 0.3767089545726776, '<=', 0.3356870859861374, '>', 0.33746424317359924, '>', 0.342326819896698, '>', 0.35351210832595825]",9,0,0.7705479452054794,100,0.8662175168431183,1.7175572519083968,1.36986301369863,100.0,1.5384615384615385,3.0303030303030307,2.373930141105714,correct
2,"[7, 7, 9, 8, 6, 9, 10, 7, 9, 9, 4, 6, 11]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '>', 0.4820503890514374, '<=', 0.41928574442863464, '<=', 0.6729014217853546, '>', 0.6577653884887695, '<=', 0.03940494358539581, '<=', 0.41856786608695984, '<=', 0.7413769960403442, '>', 0.6660493016242981, '<=', 0.32230398058891296, '<=', 0.6507439911365509, '>', 0.09027641639113426]",9,0,0.7705479452054794,100,0.8662175168431183,1.7175572519083968,0.0,0.0,0.0,0.0,0.8587786259541984,correct
2,"[7, 7, 9, 8, 6, 0, 0, 7, 9, 4]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '>', 0.4820503890514374, '<=', 0.41928574442863464, '>', 0.6729014217853546, '<=', 0.12074048817157745, '<=', 0.1199943795800209, '<=', 0.5275401473045349, '<=', 0.8857132196426392, '>', 0.08669383823871613]",9,0,0.7705479452054794,100,0.8662175168431183,1.7175572519083968,0.684931506849315,0.0,0.0,0.0,0.8587786259541984,correct
2,"[7, 7, 9, 8, 6, 9, 10, 7, 9, 9, 4, 6, 11, 11, 6]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '>', 0.4820503890514374, '<=', 0.41928574442863464, '<=', 0.6729014217853546, '>', 0.6577653884887695, '<=', 0.03940494358539581, '<=', 0.41856786608695984, '<=', 0.7413769960403442, '>', 0.6660493016242981, '<=', 0.32230398058891296, '<=', 0.6507439911365509, '<=', 0.09027641639113426, '<=', 0.04062984697520733, '<=', 0.5845716595649719]",8,0,0.684931506849315,100,0.769971126082772,1.5281757402101244,0.684931506849315,100.0,0.7692307692307693,1.5267175572519085,1.5274466487310163,correct
2,"[7, 7, 9, 8, 9, 6, 0, 4]","['>', 0.26468440890312195, '<=', 0.5292731523513794, '>', 0.4820503890514374, '>', 0.41928574442863464, '>', 0.5447508990764618, '<=', 0.696550726890564, '>', 0.1416611298918724, '>', 0.1489674299955368]",8,0,0.684931506849315,100,0.769971126082772,1.5281757402101244,0.0,0.0,0.0,0.0,0.7640878701050622,correct
2,"[7, 4, 6, 4]","['<=', 0.26468440890312195, '>', 0.11894166469573975, '>', 0.5430212616920471, '<=', 0.2648469805717468]",7,0,0.5993150684931506,100,0.6737247353224254,1.3384321223709368,0.0,0.0,0.0,0.0,0.6692160611854684,correct
