layer,neurons,signature,support,label,train_coverage,train_precision,train_recall,train_f1,test_coverage,test_precision,test_recall,test_f1,f1,kind
2,"[4, 6]","[0, 1]",6,0,0.9771986970684038,100,1.8404907975460123,3.6144578313253013,0.6493506493506493,100.0,1.3333333333333335,2.6315789473684212,3.1230183893468615,correct
