,Rule Type,Rule,Train Coverage (%),Train Precision (%),Train Recall (%),Test Coverage (%),Test Precision (%),Test Recall (%)
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '<=', 0.13927065581083298, '>', 0.0768335871398449], SUPPORT:48",7.81758957654723,100,14.723926380368098,7.142857142857142,100.0,11.578947368421053
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '>', 0.2574382871389389, '<=', 0.2906116843223572], SUPPORT:34",5.537459283387622,100,10.429447852760736,6.493506493506493,90.0,9.473684210526317
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '<=', 0.13927065581083298, '<=', 0.0768335871398449, '<=', 0.07613808661699295], SUPPORT:24",3.908794788273615,100,7.361963190184049,3.2467532467532463,80.0,4.2105263157894735
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0, 0, 0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '>', 0.2574382871389389, '>', 0.2906116843223572, '>', 0.2909701019525528, '<=', 0.30608363449573517, '>', 0.2922240048646927], SUPPORT:17",2.768729641693811,100,5.214723926380368,2.5974025974025974,75.0,3.1578947368421053
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0, 0, 0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '<=', 0.18981316685676575, '>', 0.1551915556192398, '<=', 0.17270420491695404], SUPPORT:16",2.6058631921824107,100,4.9079754601226995,1.2987012987012987,100.0,2.1052631578947367
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '<=', 0.18981316685676575, '>', 0.1551915556192398, '>', 0.17270420491695404, '>', 0.17325840890407562], SUPPORT:15",2.44299674267101,100,4.601226993865031,3.2467532467532463,100.0,5.263157894736842
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '>', 0.2574382871389389, '>', 0.2906116843223572, '>', 0.2909701019525528, '>', 0.30608363449573517, '>', 0.308365136384964, '>', 0.31484465301036835, '<=', 0.32899029552936554], SUPPORT:12",1.9543973941368076,100,3.6809815950920246,1.2987012987012987,100.0,2.1052631578947367
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0, 0, 0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '>', 0.18981316685676575, '>', 0.19609799981117249, '<=', 0.20331639051437378], SUPPORT:11",1.7915309446254073,100,3.374233128834356,1.948051948051948,100.0,3.1578947368421053
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '>', 0.18981316685676575, '>', 0.19609799981117249, '>', 0.20331639051437378, '>', 0.20344534516334534, '>', 0.22092994302511215, '>', 0.22222478687763214, '>', 0.24621549993753433, '<=', 0.2529698312282562], SUPPORT:9",1.4657980456026058,100,2.7607361963190185,2.5974025974025974,75.0,3.1578947368421053
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '<=', 0.3384040594100952, '>', 0.13927065581083298, '>', 0.1414753571152687, '<=', 0.2574382871389389, '<=', 0.2569018006324768, '>', 0.18981316685676575, '>', 0.19609799981117249, '>', 0.20331639051437378, '>', 0.20344534516334534, '<=', 0.22092994302511215, '>', 0.21385382115840912], SUPPORT:8",1.3029315960912053,100,2.4539877300613497,0.0,0.0,0.0
0,Rule for correct classification to 0,"LAYER:4, NEURONS:[0, 0, 0, 0], SIGNATURE:['<=', 0.49642355740070343, '>', 0.3384040594100952, '>', 0.36907459795475006, '>', 0.47632838785648346], SUPPORT:8",1.3029315960912053,100,2.4539877300613497,1.2987012987012987,50.0,1.0526315789473684
